,Id,SalePrice,Lot Area,Garage Area,Garage Type,Garage Cars,Fireplaces,Fireplace Qu,Fence,Paved Drive,Street,Central Air,Overall Qual,Overall Cond,total_sqr_ft,total_full_bathrooms,total_half_bathrooms,has_basement,total_sqr_ft^2
1083,913,147500,8574,440.0,Detchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Good,2048.0,1.0,0.0,1,4194304.0
1084,1058,383000,14418,706.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Excellent,Average,3900.0,3.0,0.0,1,15210000.0
1085,2348,241500,10400,604.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,3717.0,2.0,1.0,1,13816089.0
1086,1527,147500,15564,400.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1940.0,1.0,0.0,1,3763600.0
1087,1011,355000,13543,683.0,BuiltIn,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3668.0,3.0,1.0,1,13454224.0
1088,1332,109500,6130,0.0,No Garage,0.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1568.0,2.0,0.0,1,2458624.0
1089,709,45000,5925,308.0,Detchd,1.0,0,No fireplace,No fence,N,Pave,N,Poor,Fair,612.0,1.0,0.0,0,374544.0
1090,209,244400,24090,349.0,Attchd,1.0,2,TA,No fence,Y,Pave,Y,Good,Good,3435.0,2.0,0.0,1,11799225.0
1091,619,167000,9600,418.0,Attchd,2.0,2,Gd,No fence,Y,Pave,Y,Average,Average,3060.0,2.0,0.0,1,9363600.0
1092,2150,200000,8158,542.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2589.0,2.0,1.0,1,6702921.0
1093,2704,80000,5220,180.0,Detchd,1.0,0,No fireplace,No fence,P,Pave,Y,Average,Fair,1709.0,1.0,0.0,1,2920681.0
1094,2839,115000,8172,572.0,Detchd,2.0,0,No fireplace,No fence,N,Pave,Y,Average,Good,1728.0,2.0,0.0,1,2985984.0
1095,1242,139000,9000,297.0,Attchd,1.0,1,Gd,No fence,Y,Pave,Y,Average,Average,2392.0,2.0,0.0,1,5721664.0
1096,2714,149500,7844,440.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Good,2072.0,1.0,1.0,1,4293184.0
1097,799,108000,9084,296.0,Detchd,1.0,1,Gd,MnPrv,P,Pave,Y,Fair,Average,2265.0,2.0,0.0,1,5130225.0
1098,1260,106250,10800,0.0,No Garage,0.0,0,No fireplace,No fence,N,Pave,N,Fair,Good,1294.0,2.0,0.0,0,1674436.0
1099,2107,194000,8556,826.0,Attchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2480.0,2.0,0.0,1,6150400.0
1100,2486,129500,9100,624.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Fair,1976.0,2.0,0.0,1,3904576.0
1101,1911,126000,8668,792.0,Detchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,3120.0,2.0,0.0,1,9734400.0
1102,896,120000,11767,195.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2446.0,2.0,0.0,1,5982916.0
1103,272,213000,8400,606.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2957.0,3.0,0.0,1,8743849.0
1104,2521,190000,3874,484.0,Attchd,2.0,1,Fa,No fence,Y,Pave,Y,Good,Average,2452.0,2.0,0.0,1,6012304.0
1105,2324,183500,8076,402.0,Attchd,2.0,1,TA,MnPrv,Y,Pave,Y,Average,Good,2329.0,2.0,1.0,1,5424241.0
1106,1953,172000,10090,276.0,BuiltIn,1.0,2,TA,MnPrv,Y,Pave,Y,Good,Average,2376.0,2.0,1.0,1,5645376.0
1107,887,100000,8877,288.0,Detchd,1.0,1,Gd,No fence,Y,Pave,Y,Fair,Good,1632.0,2.0,0.0,1,2663424.0
1108,1479,218836,11058,814.0,Attchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Good,Good,3128.0,2.0,0.0,1,9784384.0
1109,1317,163000,10800,672.0,Detchd,2.0,1,TA,No fence,Y,Pave,N,Average,Good,2394.0,2.0,0.0,1,5731236.0
1110,1750,206580,10936,534.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3035.0,2.0,1.0,1,9211225.0
1111,2815,163990,8461,390.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Average,2184.0,2.0,1.0,1,4769856.0
1112,2692,116500,7518,390.0,Detchd,1.0,0,No fireplace,MnPrv,N,Pave,Y,Average,Good,1726.0,1.0,0.0,1,2979076.0
1113,1090,188000,8010,400.0,BuiltIn,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2560.0,2.0,1.0,1,6553600.0
1114,1912,175000,10050,432.0,Basment,2.0,1,TA,No fence,Y,Pave,Y,Average,Good,2073.0,2.0,1.0,1,4297329.0
1115,1634,182000,4740,480.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2345.0,3.0,0.0,1,5499025.0
1116,1974,103000,6978,576.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1810.0,1.0,0.0,1,3276100.0
1117,1764,466500,11400,804.0,Attchd,3.0,2,Gd,No fence,Y,Pave,Y,Excellent,Average,5266.0,3.0,1.0,1,27730756.0
1118,634,149500,9240,297.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1976.0,3.0,0.0,1,3904576.0
1119,1683,142500,2304,319.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Good,Good,2116.0,2.0,0.0,1,4477456.0
1120,2199,136500,7223,352.0,Detchd,1.0,0,No fireplace,MnPrv,Y,Pave,Y,Average,Average,2712.0,1.0,0.0,1,7354944.0
1121,2789,137000,3612,484.0,Detchd,2.0,0,No fireplace,MnPrv,Y,Pave,Y,Average,Average,1950.0,2.0,1.0,1,3802500.0
1122,1018,226500,12680,528.0,Attchd,2.0,1,Ex,No fence,Y,Pave,Y,Good,Good,3363.0,3.0,0.0,1,11309769.0
1123,14,171500,10176,506.0,Attchd,2.0,1,Po,No fence,Y,Pave,Y,Good,Average,2641.0,2.0,1.0,1,6974881.0
1124,2782,132500,10780,576.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1865.0,1.0,0.0,1,3478225.0
1125,2626,87500,8544,400.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,N,Fair,Fair,1040.0,2.0,0.0,0,1081600.0
1126,1175,223000,10646,546.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,2647.0,3.0,1.0,1,7006609.0
1127,1232,174000,8400,462.0,Attchd,2.0,1,Gd,GdPrv,Y,Pave,Y,Average,Excellent,2856.0,2.0,1.0,1,8156736.0
1128,2590,142000,15428,270.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1768.0,2.0,0.0,1,3125824.0
1129,2463,232600,11216,776.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2978.0,2.0,0.0,1,8868484.0
1130,2358,181000,10140,484.0,Attchd,2.0,1,Fa,GdPrv,Y,Pave,Y,Average,Good,2349.0,2.0,1.0,1,5517801.0
1131,2911,151400,3964,576.0,Attchd,2.0,1,Gd,GdPrv,Y,Pave,Y,Average,Fair,3463.0,3.0,1.0,1,11992369.0
1132,1699,250000,11428,866.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3260.0,2.0,0.0,1,10627600.0
1133,115,196500,10421,496.0,Attchd,2.0,1,TA,MnPrv,Y,Pave,Y,Good,Average,2694.0,2.0,1.0,1,7257636.0
1134,1998,185000,13500,576.0,Attchd,2.0,1,Gd,MnPrv,N,Pave,Y,Good,Good,3273.0,2.0,0.0,1,10712529.0
1135,589,113000,9000,336.0,Attchd,1.0,0,No fireplace,MnPrv,Y,Pave,Y,Average,Average,2432.0,2.0,0.0,1,5914624.0
1136,1641,392000,8089,567.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Good,2838.0,3.0,0.0,1,8054244.0
1137,2821,127500,9400,0.0,No Garage,0.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1925.0,2.0,2.0,1,3705625.0
1138,1846,177000,2117,440.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2329.0,2.0,1.0,1,5424241.0
1139,1805,265000,10625,744.0,BuiltIn,3.0,1,Gd,No fence,Y,Pave,Y,Average,Average,3601.0,2.0,1.0,1,12967201.0
1140,1853,312500,8413,1105.0,Attchd,2.0,2,TA,No fence,Y,Pave,Y,Good,Average,3582.0,3.0,1.0,1,12830724.0
1141,1321,325000,13500,880.0,Detchd,2.0,1,Gd,No fence,Y,Pave,Y,Excellent,Excellent,4012.0,3.0,1.0,1,16096144.0
1142,564,275000,15676,864.0,Attchd,3.0,2,Gd,MnPrv,Y,Pave,Y,Good,Good,4028.0,3.0,0.0,1,16224784.0
1143,1771,290000,9950,721.0,Attchd,3.0,1,TA,No fence,Y,Pave,Y,Good,Average,3723.0,2.0,1.0,1,13860729.0
1144,90,169000,15410,461.0,Attchd,2.0,2,Fa,GdPrv,Y,Pave,Y,Average,Good,2702.0,3.0,0.0,1,7300804.0
1145,2684,89000,6000,205.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1232.0,1.0,0.0,1,1517824.0
1146,13,180400,8402,393.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Average,2254.0,2.0,1.0,1,5080516.0
1147,445,284000,10655,880.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,4835.0,3.0,0.0,1,23377225.0
1148,1914,114500,10150,275.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1824.0,1.0,0.0,1,3326976.0
1149,2811,212900,10084,782.0,Attchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3104.0,2.0,0.0,1,9634816.0
1150,850,187100,16285,605.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2843.0,2.0,0.0,1,8082649.0
1151,1844,176000,3230,440.0,Detchd,2.0,1,Fa,No fence,Y,Pave,Y,Average,Average,2187.0,2.0,1.0,1,4782969.0
1152,2225,215000,21579,552.0,Attchd,2.0,2,Gd,No fence,Y,Pave,Y,Average,Good,2976.0,2.0,1.0,1,8856576.0
1153,1477,185900,8320,520.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2352.0,2.0,1.0,1,5531904.0
1154,399,120500,6960,660.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Fair,Good,1728.0,1.0,0.0,1,2985984.0
1155,2431,192140,21930,372.0,BuiltIn,2.0,1,Gd,No fence,Y,Pave,Y,Average,Average,2570.0,2.0,1.0,1,6604900.0
1156,1605,130500,6600,264.0,Attchd,1.0,1,Ex,MnPrv,Y,Pave,Y,Average,Excellent,1632.0,1.0,1.0,1,2663424.0
1157,897,98000,8405,240.0,Detchd,1.0,0,No fireplace,No fence,N,Pave,N,Fair,Fair,1529.0,2.0,0.0,0,2337841.0
1158,1426,475000,11778,1348.0,Attchd,3.0,2,Gd,No fence,Y,Pave,Y,Excellent,Average,4547.0,3.0,0.0,1,20675209.0
1159,2240,67000,8967,338.0,Detchd,1.0,0,No fireplace,No fence,N,Pave,Y,Average,Poor,2038.0,1.0,0.0,1,4153444.0
1160,1706,325624,10562,789.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3743.0,2.0,1.0,1,14010049.0
1161,2252,245000,12864,576.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2818.0,2.0,1.0,1,7941124.0
1162,1136,159000,13695,576.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2228.0,2.0,1.0,1,4963984.0
1163,1877,156000,10289,515.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2146.0,2.0,1.0,1,4605316.0
1164,424,555000,15431,672.0,Attchd,3.0,2,Gd,No fence,Y,Pave,Y,Excellent,Average,5496.0,3.0,0.0,1,30206016.0
1165,1182,162500,11120,516.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2464.0,2.0,0.0,1,6071296.0
1166,2750,224500,9069,920.0,Attchd,4.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2784.0,4.0,0.0,1,7750656.0
1167,1016,133000,47280,738.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Average,2976.0,2.0,1.0,1,8856576.0
1168,2436,180000,7875,393.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2292.0,2.0,1.0,1,5253264.0
1169,1607,134500,6600,264.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1690.0,1.0,0.0,1,2856100.0
1170,2337,438780,13682,641.0,BuiltIn,3.0,1,Gd,No fence,Y,Pave,Y,Excellent,Average,4355.0,3.0,1.0,1,18966025.0
1171,1233,165000,9150,296.0,Basment,1.0,1,Gd,No fence,Y,Pave,Y,Average,Average,2530.0,1.0,1.0,1,6400900.0
1172,419,100000,7150,288.0,Attchd,1.0,0,No fireplace,GdWo,Y,Pave,Y,Average,Average,1784.0,1.0,0.0,1,3182656.0
1173,633,176000,12285,441.0,Attchd,2.0,2,Gd,No fence,Y,Pave,Y,Good,Good,2658.0,1.0,1.0,1,7064964.0
1174,2722,170000,17920,454.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Fair,3542.0,2.0,1.0,1,12545764.0
1175,469,174000,3684,660.0,Attchd,3.0,1,TA,No fence,Y,Pave,Y,Good,Average,2928.0,2.0,0.0,1,8573184.0
1176,1365,127000,7006,384.0,Detchd,1.0,1,Gd,MnPrv,Y,Pave,Y,Average,Good,2004.0,3.0,0.0,1,4016016.0
1177,1098,185900,8390,450.0,BuiltIn,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,2482.0,2.0,1.0,1,6160324.0
1178,711,91300,5784,273.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1076.0,1.0,0.0,1,1157776.0
1179,2808,200000,9135,544.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,3382.0,3.0,0.0,1,11437924.0
1180,1959,143000,10496,315.0,Attchd,1.0,1,Gd,GdWo,Y,Pave,Y,Average,Good,2886.0,2.0,0.0,1,8328996.0
1181,2720,172500,13650,451.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Average,2972.0,3.0,0.0,1,8832784.0
1182,2170,110000,8308,520.0,Detchd,2.0,0,No fireplace,No fence,P,Pave,Y,Fair,Good,2176.0,1.0,0.0,1,4734976.0
1183,603,140000,9450,768.0,Attchd,3.0,1,Gd,MnPrv,Y,Pave,Y,Fair,Average,2402.0,2.0,0.0,1,5769604.0
1184,2113,176432,9317,440.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Average,2628.0,2.0,0.0,1,6906384.0
1185,1146,179200,7153,496.0,Attchd,2.0,0,No fireplace,GdWo,Y,Pave,Y,Average,Average,2572.0,3.0,0.0,1,6615184.0
1186,2105,203000,8814,508.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2548.0,3.0,0.0,1,6492304.0
1187,1786,248328,9849,954.0,Attchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Good,Good,3378.0,2.0,0.0,1,11410884.0
1188,961,316500,14463,885.0,Attchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Excellent,Average,3282.0,3.0,0.0,1,10771524.0
1189,1405,125600,5190,249.0,Attchd,1.0,1,Gd,No fence,Y,Pave,Y,Good,Average,1649.0,1.0,0.0,1,2719201.0
1190,1324,110000,9750,308.0,Detchd,1.0,0,No fireplace,No fence,N,Pave,Y,Average,Good,1968.0,2.0,0.0,1,3873024.0
1191,1986,108500,6000,308.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Fair,Fair,1920.0,1.0,0.0,1,3686400.0
1192,307,55993,8712,504.0,Basment,2.0,0,No fireplace,No fence,N,Grvl,N,Average,Average,1584.0,1.0,0.0,1,2509056.0
1193,180,129000,11851,240.0,Detchd,1.0,1,Gd,No fence,Y,Pave,Y,Average,Good,2660.0,1.0,0.0,1,7075600.0
1194,2896,176000,13811,551.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Good,2249.0,3.0,0.0,1,5058001.0
1195,668,154000,10143,364.0,Attchd,1.0,0,No fireplace,GdWo,Y,Pave,Y,Average,Good,2760.0,1.0,1.0,1,7617600.0
1196,1582,180000,18265,578.0,Attchd,2.0,1,Fa,No fence,Y,Pave,Y,Average,Average,2512.0,2.0,0.0,1,6310144.0
1197,2285,134000,4224,528.0,Attchd,2.0,1,Po,MnPrv,Y,Pave,Y,Average,Average,2284.0,2.0,1.0,1,5216656.0
1198,2079,243000,12615,576.0,Attchd,2.0,1,Gd,MnPrv,Y,Pave,Y,Average,Good,3360.0,3.0,0.0,1,11289600.0
1199,2272,270000,14536,808.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3245.0,3.0,0.0,1,10530025.0
1200,2250,134000,9187,484.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2164.0,1.0,1.0,1,4682896.0
1201,502,260000,9900,656.0,Attchd,3.0,1,TA,No fence,Y,Pave,Y,Good,Average,3993.0,3.0,1.0,1,15944049.0
1202,2166,168675,8333,484.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2229.0,2.0,1.0,1,4968441.0
1203,1622,160000,10147,398.0,BuiltIn,2.0,1,TA,MnPrv,Y,Pave,Y,Average,Average,2086.0,2.0,1.0,1,4351396.0
1204,1299,95000,5914,0.0,No Garage,0.0,0,No fireplace,No fence,N,Pave,Y,Average,Excellent,1764.0,1.0,0.0,1,3111696.0
1205,832,173000,11646,440.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Average,2126.0,2.0,1.0,1,4519876.0
1206,2470,187750,7200,572.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2594.0,3.0,0.0,1,6728836.0
1207,1017,215000,20544,542.0,Attchd,2.0,1,TA,MnPrv,Y,Pave,Y,Good,Good,2884.0,2.0,1.0,1,8317456.0
1208,1384,120000,9981,270.0,Attchd,1.0,0,No fireplace,MnPrv,Y,Pave,Y,Average,Average,2146.0,1.0,0.0,1,4605316.0
1209,1790,249000,8251,672.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3000.0,3.0,0.0,1,9000000.0
1210,2530,164500,10140,477.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Good,2668.0,3.0,0.0,1,7118224.0
1211,2893,230000,8239,312.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,1295.0,2.0,0.0,0,1677025.0
1212,2027,140000,5700,456.0,Attchd,2.0,1,Gd,GdPrv,Y,Pave,N,Good,Good,2016.0,2.0,1.0,1,4064256.0
1213,683,118900,7200,240.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1464.0,2.0,0.0,1,2143296.0
1214,823,239900,9178,904.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2936.0,2.0,0.0,1,8620096.0
1215,2374,146300,4043,440.0,Attchd,2.0,1,Po,No fence,Y,Pave,Y,Average,Average,2138.0,2.0,1.0,1,4571044.0
1216,1594,124000,4224,499.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2080.0,1.0,0.0,1,4326400.0
1217,2049,130000,11235,308.0,Detchd,1.0,0,No fireplace,MnPrv,Y,Pave,Y,Average,Average,1924.0,2.0,0.0,1,3701776.0
1218,1813,179000,8450,539.0,Attchd,2.0,0,No fireplace,GdPrv,Y,Pave,Y,Good,Average,2698.0,2.0,0.0,1,7279204.0
1219,365,180500,11851,500.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2866.0,2.0,0.0,1,8213956.0
1220,176,80000,4608,220.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Fair,Good,1494.0,1.0,0.0,1,2232036.0
1221,510,287090,9262,840.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3151.0,2.0,0.0,1,9928801.0
1222,1326,97000,12702,308.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,882.0,1.0,0.0,0,777924.0
1223,2423,246990,2938,398.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,2879.0,3.0,0.0,1,8288641.0
1224,1631,154204,18160,480.0,Attchd,2.0,1,TA,MnPrv,P,Grvl,Y,Average,Good,2430.0,2.0,0.0,1,5904900.0
1225,1263,186000,11355,495.0,Attchd,2.0,1,Gd,MnPrv,Y,Pave,Y,Good,Good,2624.0,1.0,1.0,1,6885376.0
1226,1046,111750,1680,264.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1932.0,2.0,1.0,1,3732624.0
1227,47,500000,14300,958.0,Attchd,3.0,2,Gd,No fence,Y,Pave,Y,Excellent,Average,5542.0,3.0,1.0,1,30713764.0
1228,1424,177439,10616,484.0,BuiltIn,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,1984.0,2.0,1.0,1,3936256.0
1229,429,335000,11308,836.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Excellent,Average,3288.0,3.0,1.0,1,10810944.0
1230,1031,205000,10480,483.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Good,2767.0,2.0,1.0,1,7656289.0
1231,1635,212000,5118,484.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,2633.0,2.0,0.0,1,6932689.0
1232,309,246000,3811,525.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3240.0,3.0,1.0,1,10497600.0
1233,1020,181900,10825,598.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Good,2520.0,3.0,0.0,1,6350400.0
1234,178,130000,5500,484.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1852.0,2.0,0.0,1,3429904.0
1235,1975,132000,9600,360.0,Detchd,2.0,0,No fireplace,GdPrv,Y,Pave,Y,Average,Good,1696.0,2.0,0.0,1,2876416.0
1236,2096,220000,9317,499.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,2737.0,3.0,1.0,1,7491169.0
1237,865,236500,11838,522.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,3541.0,2.0,0.0,1,12538681.0
1238,385,263435,8004,552.0,BuiltIn,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2767.0,3.0,1.0,1,7656289.0
1239,1362,141000,6876,400.0,Detchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Good,2544.0,2.0,0.0,1,6471936.0
1240,1091,213000,8396,434.0,BuiltIn,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2833.0,2.0,1.0,1,8025889.0
1241,317,179781,9803,520.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2428.0,2.0,0.0,1,5895184.0
1242,1076,234250,6240,550.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2684.0,3.0,0.0,1,7203856.0
1243,1573,287000,15498,665.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Good,4463.0,3.0,0.0,1,19918369.0
1244,485,257500,12891,644.0,BuiltIn,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2874.0,3.0,1.0,1,8259876.0
1245,2021,102000,6180,180.0,Detchd,1.0,1,Gd,No fence,Y,Pave,N,Average,Average,1946.0,1.0,0.0,1,3786916.0
1246,2032,139400,7449,280.0,Attchd,1.0,1,Gd,GdPrv,N,Pave,Y,Good,Good,1745.0,1.0,0.0,1,3045025.0
1247,2604,105000,10410,936.0,Detchd,3.0,0,No fireplace,MnPrv,Y,Pave,Y,Fair,Fair,1886.0,1.0,0.0,1,3556996.0
1248,1615,268000,15865,621.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Good,4434.0,3.0,0.0,1,19660356.0
1249,2736,274970,19690,432.0,Attchd,2.0,1,Gd,GdPrv,Y,Pave,Y,Average,Good,2898.0,2.0,0.0,1,8398404.0
1250,473,180000,3182,397.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2440.0,2.0,0.0,1,5953600.0
1251,1316,161000,9600,360.0,Detchd,2.0,1,Gd,No fence,N,Pave,Y,Good,Excellent,2067.0,2.0,0.0,1,4272489.0
1252,244,84900,11100,308.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Fair,Good,930.0,1.0,0.0,0,864900.0
1253,152,119000,13587,264.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1976.0,2.0,0.0,1,3904576.0
1254,1588,370000,11447,892.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3928.0,3.0,1.0,1,15429184.0
1255,2111,175900,7242,524.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2540.0,2.0,0.0,1,6451600.0
1256,813,142953,7018,528.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2240.0,2.0,0.0,0,5017600.0
1257,1854,279700,9466,478.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2988.0,2.0,1.0,1,8928144.0
1258,2575,132000,8400,331.0,Attchd,1.0,1,Gd,GdPrv,Y,Pave,Y,Average,Average,2543.0,1.0,1.0,1,6466849.0
1259,867,313000,11050,736.0,Attchd,3.0,2,Ex,No fence,Y,Pave,Y,Excellent,Average,3593.0,3.0,1.0,1,12909649.0
1260,2879,108000,11040,570.0,CarPort,1.0,0,No fireplace,No fence,Y,Pave,Y,Fair,Good,1973.0,1.0,1.0,1,3892729.0
1261,1494,165400,6931,397.0,BuiltIn,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2402.0,2.0,1.0,1,5769604.0
1262,2771,187000,12438,473.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Average,2280.0,2.0,1.0,1,5198400.0
1263,496,403000,15138,810.0,Attchd,3.0,1,TA,No fence,Y,Pave,Y,Good,Average,4256.0,3.0,1.0,1,18113536.0
1264,1651,195000,12046,551.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Good,2878.0,2.0,1.0,1,8282884.0
1265,1913,158500,9600,525.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Average,2472.0,2.0,0.0,1,6110784.0
1266,2790,255000,11367,586.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3054.0,3.0,1.0,1,9326916.0
1267,1541,236500,26073,484.0,Attchd,2.0,2,TA,MnPrv,Y,Pave,Y,Average,Average,3796.0,2.0,1.0,1,14409616.0
1268,1684,129250,7150,360.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1976.0,2.0,0.0,1,3904576.0
1269,301,289000,15602,484.0,Attchd,2.0,2,TA,GdWo,Y,Pave,Y,Good,Good,3302.0,3.0,0.0,1,10903204.0
1270,1569,100000,10260,484.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Fair,1872.0,2.0,2.0,0,3504384.0
1271,2153,275000,12728,560.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,3970.0,3.0,1.0,1,15760900.0
